# Date of analysis: 2024-03-08 10;59
# Segment other properties: height: -62.70817328925112, diff height: 526.2969392011361, deflection: 33.02402997494319, deflection error: 2.9053359419759355, adhesion: 36.2558264319752, phase offset: 0
# 
# Loop index	Read Volt (V)	Write Volt (V)	Amplitude (a.u)	Phase (deg)	Sigma Amp (a.u)	Sigma Pha (deg)	
1		0.00		0.00		1.743e-03		-43.983		7.177e-04		87.086
1		0.00		0.40		1.577e-03		-38.184		7.687e-04		86.068
1		0.00		0.80		1.655e-03		-50.629		8.088e-04		88.476
1		0.00		1.20		1.931e-03		-80.375		8.485e-04		65.242
1		0.00		1.60		5.304e-03		-49.603		1.389e-03		19.125
1		0.00		2.00		5.325e-03		-45.576		1.327e-03		20.495
1		0.00		2.40		5.021e-03		-47.681		1.522e-03		20.800
1		0.00		2.80		5.602e-03		-49.998		1.606e-03		18.812
1		0.00		3.20		5.534e-03		-52.470		1.541e-03		18.000
1		0.00		3.60		6.387e-03		-50.925		1.774e-03		16.085
1		0.00		4.00		6.577e-03		-49.176		1.874e-03		15.685
1		0.00		4.40		7.132e-03		-39.603		1.995e-03		16.075
1		0.00		4.80		8.055e-03		-43.467		2.023e-03		16.824
1		0.00		5.20		8.952e-03		-46.639		2.593e-03		14.905
1		0.00		5.60		9.648e-03		-53.507		2.534e-03		15.414
1		0.00		6.00		1.071e-02		-49.404		2.756e-03		13.458
1		0.00		6.40		1.126e-02		-49.495		3.056e-03		10.765
1		0.00		6.80		1.236e-02		-49.188		3.162e-03		12.943
1		0.00		7.20		1.279e-02		-49.647		2.922e-03		12.946
1		0.00		7.60		1.413e-02		-53.436		3.448e-03		11.658
1		0.00		8.00		1.491e-02		-53.001		3.264e-03		10.423
1		0.00		8.40		1.636e-02		-52.534		3.466e-03		9.891
1		0.00		8.80		1.742e-02		-52.945		3.761e-03		11.143
1		0.00		9.20		1.832e-02		-51.313		3.679e-03		12.050
1		0.00		9.60		1.997e-02		-51.656		3.912e-03		9.442
1		0.00		10.00		2.096e-02		-53.255		4.015e-03		10.124
1		0.00		9.60		2.218e-02		-51.969		4.552e-03		9.867
1		0.00		9.20		2.247e-02		-52.732		4.705e-03		10.250
1		0.00		8.80		2.215e-02		-51.722		4.505e-03		10.472
1		0.00		8.40		2.240e-02		-51.276		4.736e-03		9.236
1		0.00		8.00		2.233e-02		-50.924		5.145e-03		9.878
1		0.00		7.60		2.205e-02		-51.425		4.995e-03		11.129
1		0.00		7.20		2.212e-02		-51.393		5.054e-03		10.259
1		0.00		6.80		2.184e-02		-51.834		5.345e-03		12.040
1		0.00		6.40		2.157e-02		-52.401		5.453e-03		13.516
1		0.00		6.00		2.105e-02		-52.133		5.947e-03		15.609
1		0.00		5.60		2.117e-02		-53.515		5.741e-03		13.865
1		0.00		5.20		2.038e-02		-51.811		6.193e-03		14.717
1		0.00		4.80		1.987e-02		-51.857		6.022e-03		10.794
1		0.00		4.40		1.997e-02		-52.887		6.043e-03		11.396
1		0.00		4.00		1.994e-02		-50.195		6.096e-03		10.627
1		0.00		3.60		1.925e-02		-53.439		5.484e-03		10.276
1		0.00		3.20		1.944e-02		-52.385		5.366e-03		10.111
1		0.00		2.80		1.918e-02		-51.458		5.269e-03		12.534
1		0.00		2.40		1.930e-02		-52.350		4.489e-03		10.924
1		0.00		2.00		1.933e-02		-51.275		4.266e-03		11.606
1		0.00		1.60		1.934e-02		-51.329		4.029e-03		10.988
1		0.00		1.20		1.912e-02		-52.045		3.948e-03		10.867
1		0.00		0.80		1.875e-02		-52.676		3.846e-03		10.495
1		0.00		0.40		1.877e-02		-52.545		3.828e-03		11.558
1		0.00		0.00		1.882e-02		-50.128		3.922e-03		10.481
1		0.00		-0.40		1.844e-02		-51.349		3.902e-03		10.075
1		0.00		-0.80		1.867e-02		-49.192		3.817e-03		11.579
1		0.00		-1.20		1.847e-02		-51.996		4.121e-03		12.425
1		0.00		-1.60		1.797e-02		-51.141		4.215e-03		10.149
1		0.00		-2.00		1.781e-02		-50.665		4.384e-03		11.093
1		0.00		-2.40		1.720e-02		-49.772		4.265e-03		9.957
1		0.00		-2.80		1.700e-02		-50.754		4.649e-03		12.298
1		0.00		-3.20		1.623e-02		-51.456		4.421e-03		11.530
1		0.00		-3.60		1.637e-02		-51.758		4.590e-03		12.237
1		0.00		-4.00		1.575e-02		-51.101		4.252e-03		12.833
1		0.00		-4.40		1.518e-02		-51.735		4.373e-03		13.283
1		0.00		-4.80		1.450e-02		-51.243		4.189e-03		13.099
1		0.00		-5.20		1.344e-02		-54.656		3.631e-03		12.373
1		0.00		-5.60		1.265e-02		-54.199		3.042e-03		11.113
1		0.00		-6.00		1.134e-02		-48.508		2.791e-03		12.093
1		0.00		-6.40		1.047e-02		-52.215		2.485e-03		13.961
1		0.00		-6.80		9.168e-03		-52.463		1.991e-03		12.983
1		0.00		-7.20		7.626e-03		-48.651		1.829e-03		13.790
1		0.00		-7.60		6.162e-03		-50.326		1.668e-03		16.479
1		0.00		-8.00		3.589e-03		-44.836		1.330e-03		28.838
1		0.00		-8.40		1.810e-03		-6.577		8.339e-04		64.474
1		0.00		-8.80		2.864e-03		95.926		1.104e-03		60.445
1		0.00		-9.20		4.916e-03		119.191		1.535e-03		26.549
1		0.00		-9.60		7.052e-03		117.994		1.982e-03		17.827
1		0.00		-10.00		8.418e-03		120.821		2.443e-03		15.720
1		0.00		-9.60		9.095e-03		118.071		2.637e-03		14.425
1		0.00		-9.20		9.706e-03		118.987		2.762e-03		19.662
